id,twitter_query,followers_count,statuses_count,favourites_count,name,listed_count,friends_count,cluster,messages_sent,messages_received,out_degree,in_degree,degree,messages_total,contribution_index,sentiment_avg,emotionality_avg,complexity_avg
papidiawara,SOL,0,0,0,SILMAN ☠️,0,0,cluster_4,,,,,,,,,,
parkfavs,LINK,0,0,0,ray,0,0,cluster_4,,,,,,,,,,
partifulsocial,ETH,990,828,3629,Partiful,4,238,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4000000059604645,0.20000000298023224,12.311432838439941
polltrackerusa,SOL,0,0,0,PollTracker,0,0,cluster_4,,,,,,,,,,
poppo101138,BTC,542,27810,6239,フローラルの香り,5,5001,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
portfoliomanag8,BTC,1735,933,1025,Portfolio manager,29,62,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.34924060106277466,0.23629920184612274,7.893918037414551
r300310,BTC,92,5397,5378,العواجي (بو بدر),2,150,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.49409449100494385,0.011811023578047752,11.273908615112305
rareaxies,SHIB,0,0,0,Rare Axies,0,0,cluster_4,,,,,,,,,,
realwillybot,BTC,6464,20438,34402,🔥Mt.Gox’ed by USDT,101,605,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.1561499834060669,0.13889703154563904,6.145341396331787
rebelmoneyart,BTC,803,678,2557,Re🅱️elM🅾️ney.21ism,11,1572,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7436057329177856,0.16267257928848267,5.383610725402832
rotayildiz,BTC,17,3,2,ATLAS,0,290,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
rozojulian,LINK,0,0,0,Julian Rozo,0,0,cluster_4,,,,,,,,,,
sol_emduda,SOL,0,0,0,duda.com,0,0,cluster_4,,,,,,,,,,
sskucw,SOL,0,0,0,●,0,0,cluster_4,,,,,,,,,,
takuya16505472,BTC,2,303,112,takuya,0,40,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
theyrdgz,ETH,0,0,0,yeli - yrdgz.eth 🎨✨,0,0,cluster_4,0.0,2.0,0.0,2.0,2.0,2.0,-1.0,,,
tirimisiyubasit,SOL,0,0,0,Tirimisiyu Basit,0,0,cluster_4,,,,,,,,,,
tirounalinea,LINK,0,0,0,Eva Lapeña,0,0,cluster_4,,,,,,,,,,
tntdrama,LINK,0,0,0,TNT Drama,0,0,cluster_4,,,,,,,,,,
tuneh,SOL,0,0,0,Omotunde Akiode,0,0,cluster_4,,,,,,,,,,
valvweg,SHIB,0,0,0,Emasco,0,0,cluster_4,,,,,,,,,,
vcrypt5,BTC,33,958,1296,V-Crypt,0,51,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.3139463681727648,0.25724460184574127,5.656365394592285
volky80,SOL,0,0,0,Wojtek Volky,0,0,cluster_4,,,,,,,,,,
yoshiefuruhashi,BTC,3979,299803,668467,Yoshie Furuhashi,200,3976,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.47740501165390015,0.24294818937778473,6.8636345863342285
yossymsys,BTC,513,35565,27008,Yossy,13,142,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,,,
15cryptogeek,DOGE,0,0,0,Cryptogeek,0,0,cluster_4,,,,,,,,,,
abdullah__aktas,BTC,378,2406,14285,Abdullah Aktaş,1,1510,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9591286778450012,0.36352023482322693,8.494977951049805
ahmedkh37579143,BTC,123,2462,2189,Ahmed shanto #BRG,2,1551,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3335876166820526,0.2764809727668762,10.78995418548584
alex13519832,BTC,1,173,1,alex,1,4,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.953601062297821,0.2084473967552185,5.672727584838867
alonsogamarra,SOL,0,0,0,Alonso Gamarra🌞,0,0,cluster_4,,,,,,,,,,
april242424,BTC,17,13424,35401,April,0,345,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
atomixboom,BTC,461,219132,15604,หอมแดงต้มยำกุ้งไข่เจียว,7,875,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
axelgraziano,SOL,0,0,0,nino🦋,0,0,cluster_4,,,,,,,,,,
aycwincityx,BTC,6,2517,231,Marbel,0,1166,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
baranya99703456,BTC,5,866,37,Baran Yağmur,0,131,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9591286778450012,0.36352023482322693,8.494977951049805
baro_eth,ETH,159,2190,892,BARO ETH,0,419,cluster_4,12.0,12.0,2.0,1.0,3.0,24.0,0.0,0.7782505290074782,0.23797788132320752,5.352811076424339
bennturan,BTC,114,359,24107,𓅿,0,116,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7747992873191833,0.2855430841445923,9.55587100982666
bkeskinraca,BTC,49,1259,4392,B. Keskin #RACA,2,87,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
bonnacho,BTC,5,81,622,Pedro Bonacho,1,69,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.1179114282131195,0.2290353626012802,5.868138790130615
bwoii_daas,LINK,0,0,0,BwoiiDaas,0,0,cluster_4,,,,,,,,,,
cantheuntil,SOL,0,0,0,can,0,0,cluster_4,,,,,,,,,,
capta1n_crypt0,ETH,32,536,332,Captain Crypto,0,217,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
cereneserrr,BTC,33,131,377,Ceren☁️,0,54,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9332438707351685,0.24167050421237946,10.308906555175781
chanyeolglobal,LINK,0,0,0,CHANYEOL GLOBAL,0,0,cluster_4,,,,,,,,,,
chickenoreggjp,BTC,0,0,0,CHICKEN,0,0,cluster_4,,,,,,,,,,
coolisi_,BTC,91,23576,7159,aly,1,4472,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
cricbuzz,LINK,0,0,0,Cricbuzz,0,0,cluster_4,,,,,,,,,,
daiske41271179,BTC,372,4188,10702,Daiskeチューパンマン,1,405,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,,,
daybigwincityx,BTC,199,8686,2139,day ◡̈,0,2119,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
denyou29,SHIB,0,0,0,Lei,0,0,cluster_4,,,,,,,,,,
dhruv7t,BTC,26,921,4911,DHRUVIT,2,163,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.17585352063179016,0.2030540257692337,7.990617275238037
doseeth,ETH,0,0,0,Dose.eth,0,0,cluster_4,,,,,,,,,,
dyingcorporat,ETH2,0,0,0,someone,0,0,cluster_4,,,,,,,,,,
e_motivesrl,BTC,18,254,275,E-Motive Srl,0,263,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.27381131052970886,0.2071847766637802,5.191488742828369
erenem46,BTC,26,1477,1494,Eren,0,38,cluster_4,5.0,5.0,1.0,1.0,2.0,10.0,0.0,0.9043513059616088,0.34252220690250396,9.55773639678955
ezakitech,BTC,0,3,5,Zakaria Bazoud,0,6,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8502345681190491,0.17737428843975067,5.814061164855957
f_crypt_0,SOL,0,0,0,Fleu,0,0,cluster_4,,,,,,,,,,
forza_support,SOL,0,0,0,Forza Support,0,0,cluster_4,,,,,,,,,,
freedomfinannce,BTC,25,711,596,Lucious Maximus 🤺,0,175,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.4470453215762973,0.3092499300837517,6.383062839508057
gnieh_,SOL,0,0,0,\LuXaS la moutarde 🧦🐥,0,0,cluster_4,,,,,,,,,,
goffar32,ETH,1,74,33,Abdul Goffar,1,25,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.6956685781478882,0.18485821038484573,5.897785425186157
gryffink21,SOL,0,0,0,Gryffink21,0,0,cluster_4,,,,,,,,,,
halilyuksel408,BTC,16,1886,3859,halil yuksel,0,118,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965
houseofanub1s,LINK,0,0,0,"fic larry, rt no 📌",0,0,cluster_4,,,,,,,,,,
ibrahimucar9,BTC,43,1077,374596,ibrahim ucar,0,122,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9393189549446106,0.32616958022117615,10.304725646972656
ikwiseprodigy,LINK,0,0,0,IkeoluwaSanusi ❤️💎🧲,0,0,cluster_4,,,,,,,,,,
imimgf,BTC,120,1757,1454,Imi Mgf,0,1097,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.3335876166820526,0.2764809727668762,10.78995418548584
iremsanri,BTC,20,2,586,hüsniye sanrı,0,40,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.21064841747283936,0.23820295929908752,8.00335693359375
isgromateo,SOL,0,0,0,pipu,0,0,cluster_4,,,,,,,,,,
javi_habana,LINK,0,0,0,Javi Habana,0,0,cluster_4,,,,,,,,,,
jerry_jet_,ETH,0,0,0,JERRY-JET,0,0,cluster_4,,,,,,,,,,
jhayaww,BTC,8,45,14,boogey man,0,46,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7231246829032898,0.14309963583946228,3.92018723487854
joachimvks,SOL,0,0,0,Joachim,0,0,cluster_4,,,,,,,,,,
jstudios8,LINK,0,0,0,booty shakin pros,0,0,cluster_4,,,,,,,,,,
kryptoeymy,BTC,15,176,83,eymygirl 💌,0,155,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.4493693709373474,0.10126127302646637,2.9277143478393555
leejeyya,BTC,370,102704,36438,jey😠,0,4999,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
lendir__69,LINK,0,0,0,BahanLendir69,0,0,cluster_4,,,,,,,,,,
littleblackevil,BTC,3977,176344,9214,Little Evildoer,50,1296,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6091012954711914,0.1296602338552475,4.836798667907715
luayylaghoir,ETH,38,2638,1551,achfas luayyi,1,1334,cluster_4,3.0,3.0,1.0,1.0,2.0,6.0,0.0,0.6831716199715933,0.17558402816454569,5.017897526423137
luckyxcmiraiii,BTC,19,1099,284,miraii,0,651,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
luna95875213,SOL,0,0,0,Luna,0,0,cluster_4,,,,,,,,,,
m40196661,BTC,23,651,672,mizuki,3,18,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,,,
macharekysa,BTC,215,9915,21621,macharekys.airdrop,0,704,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6006417870521545,0.20872783660888672,8.754327774047852
mesha1_26,BTC,346,1645,79,مشعل,1,160,cluster_4,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
misharagi,LINK,0,0,0,misharagi 🇵🇭 comms open !!,0,0,cluster_4,,,,,,,,,,
mister__crypto,DOGE,0,0,0,Mister Crypto,0,0,cluster_4,,,,,,,,,,
nabillaps17,LINK,0,0,0,nab⁷ ⟭⟬ 📚,0,0,cluster_4,,,,,,,,,,
nappynapkin,LINK,0,0,0,nappi⁷ (BTS FA/slow),0,0,cluster_4,,,,,,,,,,
nicobartes,SOL,0,0,0,Nico Bartes,0,0,cluster_4,,,,,,,,,,
nikolamartin1,BTC,63,1179,3985,Nikola Martin,0,693,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8901426196098328,0.32076913118362427,6.181342601776123
okansariirmak,DOGE,0,0,0,Okan Sarıırmak,0,0,cluster_4,,,,,,,,,,
omar_valdesart,ETH,283,2096,2127,Omar Valdés,5,634,cluster_4,1.0,3.0,1.0,2.0,3.0,4.0,-0.5,0.6456560492515564,0.14889603853225708,6.264550685882568
omarsalameh95,BTC,2,78,16,Omar salameh,0,14,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9747977256774902,0.2768368124961853,7.623464584350586
omolarababatu12,SHIB,0,0,0,Omolara Babatunde,0,0,cluster_4,,,,,,,,,,
pamukkalesever,BTC,0,0,0,Pamukkale,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
peterhotez,LINK,0,0,0,Prof Peter Hotez MD PhD,0,0,cluster_4,,,,,,,,,,
peyamisaba,BTC,14,1256,1285,peyami saba,0,92,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965
presizemmour,SOL,0,0,0,Zemmour 2022,0,0,cluster_4,,,,,,,,,,
purtaaditya,ETH,0,0,0,Aditya putra,0,0,cluster_4,,,,,,,,,,
rameshmsy,BTC,66,2158,2903,God of Thunder,1,265,cluster_4,2.0,2.0,2.0,1.0,3.0,4.0,0.0,0.6717536151409149,0.2003587819635868,10.411060810089111
rebecca90210902,ETH,0,0,0,Meta Smile 💖Squid,0,0,cluster_4,,,,,,,,,,
redkripto,DOGE,0,0,0,Red Kripto,0,0,cluster_4,,,,,,,,,,
reelbaddiesonly,LINK,0,0,0,Mr.ReelBaddiesOnly,0,0,cluster_4,,,,,,,,,,
remakay57089494,BTC,0,21,0,İrem Akaydın,0,0,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5580641627311707,0.07184530794620514,5.446722507476807
sakuatsimp,LINK,0,0,0,town🍦skts nsfw fic 📌,0,0,cluster_4,,,,,,,,,,
schnoodlemaster,DOGE,0,0,0,🚀🚀🚀Schnoodle Master🚀🚀🚀,0,0,cluster_4,,,,,,,,,,
shoaib100mph,DOGE,0,0,0,Shoaib Akhtar,0,0,cluster_4,,,,,,,,,,
shyamal890,ETH2,0,0,0,Shyamal Parikh,0,0,cluster_4,,,,,,,,,,
soyelme20397523,BTC,0,16,0,Soy el mejor63,0,18,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.953601062297821,0.2084473967552185,5.672727584838867
swu4dollie,ETH,17,53,50,swu4dollie,0,53,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7556269764900208,0.14087827503681183,6.415091514587402
teppeiyoshizumi,BTC,516,417,2044,芳住 鉄兵,11,324,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
the_lsd_project,ETH,27,49,39,LSD.com,3,108,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8036983609199524,0.23147419095039368,8.153594017028809
thetrocro,ETH2,0,0,0,Troy Cross,0,0,cluster_4,,,,,,,,,,
tsg0ddess,LINK,0,0,0,TS 𝓖𝓲𝓼è𝓵𝓮 🔥🔞 $3.20 💖,0,0,cluster_4,,,,,,,,,,
umut_var07,BTC,105,3113,7878,Zerrin Adıgüzeller,1,197,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7747992873191833,0.2855430841445923,9.55587100982666
universe_rvn,BTC,170,589,1076,RVN_kaw,0,258,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.1607629954814911,0.22097621858119965,4.131963729858398
uyuy2907,LINK,0,0,0,Uy Uy ❤️ウイーウイー❤️ FREE SET FOR ALL PATRONS!,0,0,cluster_4,,,,,,,,,,
whoisdjamg,LINK,0,0,0,Dj A.M.G,0,0,cluster_4,,,,,,,,,,
wtpmjgda756,BTC,126,1451,2071,瞑想中756,12,605,cluster_4,3.0,3.0,1.0,1.0,2.0,6.0,0.0,,,
wyapimpin,BTC,14,715,2837,Jonathan 😵‍💫,0,38,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8997150659561157,0.2482638657093048,5.393487930297852
05_ten,BTC,8,68,92,hide,0,59,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
16pxl,DOGE,0,0,0,Jubilee ❣️,0,0,cluster_4,,,,,,,,,,
7qszzgy9eotfbny,BTC,10,373,0,かがみ,0,33,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5133426785469055,0.013438286259770393,12.284838676452637
_fomo_crypto,ETH,12,220,512,FoMo_PoTATo,1,28,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7052937150001526,0.17537160217761993,4.037455081939697
a_s_blom,BTC,124,3090,1185,a Blom,0,311,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.12318668514490128,0.19489642977714539,5.594220161437988
akademitarihcom,DOGE,0,0,0,Akademi Tarih,0,0,cluster_4,,,,,,,,,,
al_banjo,BTC,316,1811,1518,al banjo,0,2172,cluster_4,4.0,4.0,1.0,1.0,2.0,8.0,0.0,0.7018454074859619,0.18579724989831448,3.476828455924988
altabscbn,LINK,0,0,0,AltABSCBN,0,0,cluster_4,,,,,,,,,,
amarbar70598371,BTC,1,142,0,Amar Barman,0,20,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.060760706663131714,0.21069934964179993,8.769791603088379
amigogatos,SOL,0,0,0,Patricio amigo de gatos,0,0,cluster_4,,,,,,,,,,
artistarunima,ETH,0,0,0,Arunima.ETH (HENPAI),0,0,cluster_4,,,,,,,,,,
ayoolanipekun1,SOL,0,0,0,Peter Hayz,0,0,cluster_4,,,,,,,,,,
bamkbjp,BTC,5790,222896,289444,बंम कुमार बीजेपी 🇮🇳 (धर्मवीर),2,2251,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
benaurum117,BTC,5,94,57,Ben #BRG,0,64,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.24433468282222748,0.15061338245868683,6.385745048522949
benjaminsimon97,ETH,10159,1814,7774,Ben Simon,294,1145,cluster_4,1.0,2.0,3.0,2.0,5.0,3.0,-0.33,0.6375353932380676,0.12744227051734924,6.819194316864014
beysvictor,BTC,140,24448,41102,[Tri∆XyZ No Ind€X],3,331,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.35547327995300293,0.28646352887153625,9.837668418884277
brockstanford2,ETH2,0,0,0,Brock Stanford,0,0,cluster_4,,,,,,,,,,
budi54n7050,BTC,109,2339,7232,Budi 54n7050,0,526,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8239281177520752,0.17313912510871887,6.093194484710693
bytefederal,DOGE,0,0,0,Byte Federal,0,0,cluster_4,,,,,,,,,,
carbon425,BTC,10639,5582,8431,Rashed | Tranche: French for $SLICE,2,10595,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.6934322416782379,0.19952720403671265,5.938504457473755
caze66cdv,SHIB,0,0,0,Ultra_$hiba,0,0,cluster_4,,,,,,,,,,
cferrilata,ETH,571,127,49,Rex,1,205,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.818657636642456,0.24772892892360687,5.670111656188965
christweets,LINK,0,0,0,Chris Martin🎙,0,0,cluster_4,,,,,,,,,,
cryptodrugg,BTC,0,0,0,Crypto Eternal,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
cryptoen00,BTC,80896,41,12779,NftEnjoyer,115,12,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6456560492515564,0.14889603853225708,6.264550685882568
cryptohubke,BTC,0,0,0,CRYPTOCURRENCY KENYA 🇰🇪,0,0,cluster_4,,,,,,,,,,
cryptoowlx,BTC,779,1504,1202,CryptoOwl_XRP,2,913,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8901426196098328,0.32076913118362427,6.181342601776123
ctrlaltcuteness,LINK,0,0,0,Katie-chan,0,0,cluster_4,,,,,,,,,,
datsun3153,BTC,34,581,345,くに3153,11,336,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
deadbears,BTC,0,0,0,Deadbears,0,0,cluster_4,,,,,,,,,,
durumeric_sma,BTC,0,0,0,Duru'ya Ses Nefes Ol(VALİLİK İZİNLİ),0,0,cluster_4,,,,,,,,,,
efe_engin,BTC,5,154,47,efe_engin,2,252,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.8939258456230164,0.18045537173748016,10.156396865844727
egletijnipaz7tq,BTC,295,30192,24069,战友加油站,2,103,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
elena45520108,SOL,0,0,0,Elena De Troya,0,0,cluster_4,,,,,,,,,,
expandbook,BTC,56,526,337,يوسف,0,173,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
fairypixie5,LINK,0,0,0,GoddessPixie🍒TOP 1%//$4 SALE💥,0,0,cluster_4,,,,,,,,,,
fieltromalevolo,SOL,0,0,0,♔g̷u̷s̷t̷a̷v̷o̷ i̷ d̷e̷ r̷a̷n̷i̷a̷♔,0,0,cluster_4,,,,,,,,,,
fylzb9,BTC,95,31,1318,ten,1,158,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
glabeouf,SOL,0,0,0,Giselle LaBeouf💜,0,0,cluster_4,,,,,,,,,,
grovestor,BTC,86,2190,4152,Gro Vestor,3,423,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.049541179090738297,0.26982608437538147,5.662800312042236
iaiqc,SOL,0,0,0,맛없는닭발(평일접률매우낮음),0,0,cluster_4,,,,,,,,,,
ikaariati05,BTC,14,109,63,Ika ariati,0,68,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.2670370042324066,0.14229454100131989,5.554157257080078
israel_uyo,ETH,465,13248,9450,Maro,0,950,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.6487143635749817,0.19042819738388062,6.781015396118164
jasonagogo,ETH,0,0,0,jasonagogo,0,0,cluster_4,,,,,,,,,,
jasonoct,SOL,0,0,0,Jason Octavian,0,0,cluster_4,,,,,,,,,,
jedooo1,BTC,0,0,0,‏‎﮼جدوها,0,0,cluster_4,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,,,
joeybroadley,BTC,31,7,20,Joe Broadley,0,831,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.644831120967865,0.3045147657394409,6.434540748596191
joseluisarriola,ETH,0,0,0,Jose Luis,0,0,cluster_4,,,,,,,,,,
juhftuilhu,BTC,0,20,0,juhftuilhu,0,25,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7950380444526672,0.1665734201669693,5.910549640655518
justforfans,LINK,0,0,0,Just For Fans,0,0,cluster_4,,,,,,,,,,
justinmatthewsx,LINK,0,0,0,Justin Matthews,0,0,cluster_4,,,,,,,,,,
k9t9ghxf7do18sz,BTC,5,15,7,雷電,0,12,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
kouka1217,BTC,115,3059,1388,ほんちゃん,7,1276,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
koushihunterx,BTC,116,15711,12577,koushi | free tag 🍀,0,3722,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.45025238394737244,0.14737039804458618,5.323541164398193
krzyszt44165431,BTC,0,49,0,Krzysztof,0,4,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.953601062297821,0.2084473967552185,5.672727584838867
kuecheese,BTC,53,512,243,echa,0,172,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
lalibertadco,LINK,0,0,0,Diario La Libertad,0,0,cluster_4,,,,,,,,,,
latintoys,LINK,0,0,0,Latin Boy Toys,0,0,cluster_4,,,,,,,,,,
lenwambo,DOGE,0,0,0,ℏ Randy ℏ Tegridy Farms,0,0,cluster_4,2.0,2.0,1.0,1.0,2.0,4.0,0.0,0.6332037448883057,0.20865383744239807,5.477962493896484
lunchaton,SOL,0,0,0,Lucie 🐄,0,0,cluster_4,,,,,,,,,,
mehmetanaf,BTC,58,1939,8946,hasan ali,0,1017,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7981182932853699,0.18753640353679657,11.612006187438965
moauleaves23,BTC,122,638,907,楓杏紅,3,46,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
mome70882301,DOGE,170,10545,1572,Mome,1,1311,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9748144149780273,0.2611982822418213,4.936329364776611
mswmeida,BTC,129,2987,44,Mr.meida,5,136,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
nekuronek,BTC,86,15492,2447,nekuro,0,3289,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
pepe_btc,ETH2,2130,18586,13824,Pepe ⚡,925,57,cluster_4,9.0,9.0,3.0,1.0,4.0,18.0,0.0,0.6214419065250291,0.1872296995586819,5.59252315097385
perkmon,ETH2,0,0,0,CitizenApe,0,0,cluster_4,,,,,,,,,,
plazixfr,SHIB,0,0,0,plazix,0,0,cluster_4,,,,,,,,,,
polygotchinft,ETH,0,0,0,Polygotchi | MINTING LIVE NOW,0,0,cluster_4,,,,,,,,,,
pong_kyubi95,LINK,0,0,0,Võ Huỳnh Ngọc Phụng,0,0,cluster_4,,,,,,,,,,
ps5updates,LINK,0,0,0,PlayStation 5 - PS5 Restock News,0,0,cluster_4,,,,,,,,,,
puretechnicals9,LINK,0,0,0,Anand,0,0,cluster_4,,,,,,,,,,
qm2rtxsjwr3ty45,BTC,76,683,5880,Hasel Ebrahim zade,4,306,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.9998683929443359,0.44412240386009216,8.010920524597168
queenmilf1104,LINK,0,0,0,$3 No PPV Real Milf,0,0,cluster_4,,,,,,,,,,
rakisquad,SOL,0,0,0,RAKISQUAD☭,0,0,cluster_4,,,,,,,,,,
robigudel,SOL,0,0,0,Robi Haryanto,0,0,cluster_4,,,,,,,,,,
rpr3z,SOL,0,0,0,Óscar Monsalvo,0,0,cluster_4,,,,,,,,,,
rubylvctywin,BTC,36,8199,2800,g,0,1242,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
serdar19633,BTC,220,2005,5611,Serdar Işık,1,721,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.801397442817688,0.3640884757041931,9.105535507202148
shery67045157,BTC,13,247,333,ayan khan,0,36,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5953253507614136,0.4716472327709198,8.061596870422363
soul888eth,ETH,0,0,0,Will,0,0,cluster_4,,,,,,,,,,
tahabintahir2,BTC,25,116,1454,Taha Bin Tahir,1,191,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.19297218322753906,0.24139416217803955,4.975673198699951
tanicityx,BTC,149,1683,1170,tanie 🍀,0,744,cluster_4,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.7335431575775146,0.1395719200372696,5.584160804748535
teddyswims,LINK,0,0,0,Swimmy BoutDaCheck,0,0,cluster_4,,,,,,,,,,
thaliadz,LINK,0,0,0,Thali ✨😈,0,0,cluster_4,,,,,,,,,,
