id,twitter_query,followers_count,statuses_count,favourites_count,name,listed_count,friends_count,cluster
nyayriegocityx_,SHIB,45,17418,6316,Chance°,1,2981,cluster_0
o_xxxytocin,LINK,1297,16928,19192,heitor🌪️,4,1361,cluster_0
offersforex,SOL,1189,10837,4918,#Crypto Mining Promotions,2,2896,cluster_0
oikawaweek2021,LINK,663,184,193,Oikawa Week 2021 starts today!,1,4,cluster_0
olapharez,SOL,193,2139,791,Ola Pharez,2,927,cluster_0
omar_mahmouddd,LINK,0,2,0,Omar Farhat,0,2,cluster_0
onthisdaypira,LINK,0,0,0,OnThisDayTheIRA,0,0,cluster_0
orngeblur,LINK,38,1370,5343,.,1,287,cluster_0
osirukodayon,LINK,836,3729,46,おしるこ,0,1975,cluster_0
ozanerensay,DOGE,63,1541,1538,Ozan Erensayın,0,186,cluster_0
palaparthi_yobu,LINK,1,15,2,YOBU PALAPARTHI,0,64,cluster_0
panamawildrift,LINK,0,0,0,Seleccion Panameña de Wild Rift,0,0,cluster_0
parijatdeori,SHIB,7,103,1308,Parijat Deori,0,14,cluster_0
peppersck,ETH,0,0,0,Peppers 🌶,0,0,cluster_0
perfectdev2,SHIB,25,1032,7111,Perfect (DEV),0,344,cluster_0
pettet50,LINK,0,0,0,Peet Tetteroo,0,0,cluster_0
pmjuiz,SOL,2507,152197,524268,Pedro Martinez,24,2610,cluster_0
poolboysnft,ETH,0,0,0,Poolboys Metatourism,0,0,cluster_0
prakashverma_,SHIB,781,5853,86,Prakash Verma 🌏,2,886,cluster_0
presidencia_ve,SOL,0,0,0,Centro de Comunicación Nacional,0,0,cluster_0
priapos72,LINK,153,2360,796,Priapos72,1,222,cluster_0
proof_seal,LINK,105,1481,4252,Seal Proof,0,1601,cluster_0
pwponderings,LINK,10437,158671,7867,PWPonderings,164,2982,cluster_0
qeilovesenha,LINK,1003,3510,4647,qei | pocketz,1,1012,cluster_0
ragnar_991,LINK,74,2327,1900,Gabriel,0,112,cluster_0
raili16,LINK,449,3299,23074,Raili Culley,0,197,cluster_0
rama_zer0,SOL,2,67,18,Teex Music,0,91,cluster_0
ranggaxxx6,SOL,339,4076,3892,Xpum in 💕,1,1367,cluster_0
rarashida1,SOL,7,433,57,R A Rashida,0,89,cluster_0
raza1207,BTC,0,0,0,Razakhan yousafZai,0,0,cluster_0
renebaetokki_,LINK,210,3307,1596,아이린 오직 💝,0,78,cluster_0
rensen68,SOL,566,5839,5499,RENft,5,2090,cluster_0
richykuzee,LINK,1416,24624,1321,Richard Iroko,9,1368,cluster_0
rk3saucyy,SOL,165,2640,5288,RK3Saucyy,3,657,cluster_0
rockerrowan,LINK,0,0,0,Bill Rowan,0,0,cluster_0
rubayet27983092,LINK,39,3140,1973,Rubayet,0,1983,cluster_0
rugradio,LINK,0,0,0,Rug Radioᵍᵐ 🎙,0,0,cluster_0
ryotadomoto,LINK,0,0,0,堂本椋太,0,0,cluster_0
saadiqhutchins1,LINK,14,1030,95,Jarl.,0,102,cluster_0
sabigwincityxx,SOL,702,64815,5681,ninisaaaa🍀,0,1156,cluster_0
sametturkkk5,LINK,10,216,395,Samet turk,0,320,cluster_0
samhogan_,SOL,41,117,396,samhh.sol,1,423,cluster_0
sanantoreview,LINK,880,3111,1193,San Antonio Review,15,3154,cluster_0
sandigonchaves,LINK,21,4152,3260,sandi,0,794,cluster_0
sannie8_,LINK,679,47659,117525,Lu,1,2538,cluster_0
santihcg,BTC,0,0,0,santiago casaliglia,0,0,cluster_0
satishjadon9,LINK,31,5660,6824,Satish Jadon,0,133,cluster_0
sehunyeology,SHIB,246,3575,2424,syy 🍀,0,1127,cluster_0
sekaicoin,SHIB,260,3042,5625,James Takagi,0,411,cluster_0
sh6731vida,LINK,7,415,319,Vida,0,306,cluster_0
shabazdarr,LINK,1429,13095,26530,Shabaz Darr,38,1409,cluster_0
shibxcalibur,SHIB,63,1132,1445,Shib⚔️Calibur,0,104,cluster_0
skzneyi,LINK,404,168,2675,):,0,428,cluster_0
sl0wm0_44,LINK,87,8553,124397,sl0w,0,482,cluster_0
slim_biyi,LINK,194,379,1163,𝐵𝑖𝑌𝑖,0,194,cluster_0
sol_yo_nft,SOL,0,0,0,Sol Yo NFT,0,0,cluster_0
sorin1008,SOL,79,2760,8382,Dumitru Sorin,0,1075,cluster_0
souza1449394,SOL,0,0,0,🌟 Souza 🗣#FORABOLSONAROGENOCIDA 🚩🚩🚩💉💉💉,0,0,cluster_0
spacepirate_io,ETH,0,0,0,Age of Rust,0,0,cluster_0
speshal_designs,SOL,848,239,30,Gerard,1,1034,cluster_0
spikecgaming,ETH,0,0,0,Spike. #Citizen,0,0,cluster_0
sr_claro123,LINK,741,25546,21514,.,20,1437,cluster_0
srikantht36,LINK,68,3843,12588,Srikanth Thonukunuri,1,591,cluster_0
stockzncrypto,ETH,0,0,0,Only 🅱️ands Teej,0,0,cluster_0
stupiditynation,LINK,10831,67189,64639,𝙏𝙊𝙋 𝙋𝙇𝙐𝙂,3,6248,cluster_0
sungyoon_amr,LINK,548,15936,44380,Yuss✿ ia.,4,703,cluster_0
suzetemendes12,LINK,4301,85879,81140,Suzete,3,4686,cluster_0
swen39808161,LINK,30,1566,1799,Swen,0,131,cluster_0
swerteqt,LINK,733,113348,63130,sofi ෆ╹ .̮ ╹ෆ,1,5002,cluster_0
syoyu_tcrslr,LINK,1081,66182,230622,しょうゆ🍊,17,1123,cluster_0
t1m1nator98,LINK,4,134,164,[T],0,45,cluster_0
t49344446,LINK,2,214,94,Đạt,0,101,cluster_0
taylardwinona,SHIB,0,33,0,Winona Taylard,1,4,cluster_0
tdfblen,ETH,0,0,0,Blen,0,0,cluster_0
teguhpelawi,SHIB,24,1858,2148,teguh saputra pelawi,1,125,cluster_0
temha888,SOL,143,4596,32942,Ahmet Bilgin,0,692,cluster_0
tera888_,BTC,0,0,0,【GNS】てら,0,0,cluster_0
the_lazyitalian,LINK,268,944,2545,the_lazy_italian (18+) 🆓 OF,0,824,cluster_0
thealphaarcade,SOL,0,0,0,Alpha Arcade Club,0,0,cluster_0
theblondlobster,SOL,0,0,0,Lobster 🦞,0,0,cluster_0
theycallmeaiice,LINK,129,2508,3159,+ mufina,0,162,cluster_0
thomas96418085,SHIB,23,128,1630,Thomas,0,118,cluster_0
tmfj6,SHIB,1,156,65,Tmfj,1,92,cluster_0
trissywenee,LINK,3243,320518,7868,Trissy🌻☀️,14,417,cluster_0
ts_hell,LINK,88,567,1008,A's Éowyn Ledger,0,94,cluster_0
ttillman66,LINK,210,8896,41487,Arthur tilman,0,1633,cluster_0
tulhawksrecruit,LINK,2589,8306,8857,Paul Harvey,0,3413,cluster_0
ultrabunga22,LINK,44,14413,25183,Ultrabunga22,0,15,cluster_0
umutovice,LINK,4164,16084,111900,serhotti,4,1098,cluster_0
valentezha,SOL,148,3664,1125,@desemberbigwiiin,1,2815,cluster_0
valhallafotball,LINK,0,0,0,Valhalla Norsemen Football,0,0,cluster_0
vcarsv,LINK,1379,15362,4582,VCcarsV,0,45,cluster_0
weeeklyjohyewon,SOL,200,31780,7811,j,0,4988,cluster_0
weird_animais,LINK,0,0,0,Weird Animals,0,0,cluster_0
wxenomorph,SHIB,202,3148,4121,twitch.tv/weylandyutanixenomorph,2,198,cluster_0
x9ggn1owgwwfrut,LINK,0,1119,4,สิริภวิษย์ มะโรงมืด,0,33,cluster_0
xcashcommunity,SHIB,8520,1026,880,X-Cash Community Official,7,9,cluster_0
xochu_kushat,SHIB,0,145,46,"лучше меньше, но больше, чем много, но мало",1,121,cluster_0
xyacityx,SHIB,43,9937,1012,BIGWIN TODAY🙏,0,2105,cluster_0
yiimmyzz,LINK,1058,17892,15730,𝕐 𝕀 𝕄 🦄💚🦈,0,504,cluster_0
zhangmin1989,SOL,61,596,262,zhangmin6.wallet,0,382,cluster_0
zkvow1ihjukuywz,DOGE,8,397,159,Марія,0,548,cluster_0
zoroba_,SHIB,0,0,0,Zoey,0,0,cluster_0
0hq0111,SHIB,454,12157,13289,The-Phantom 🐺,5,1275,cluster_0
0xhannibal,SOL,336,2609,6672,0xHannibal🔺(☕️ 🤝 🎩),8,303,cluster_0
1968_block,LINK,537,62704,98586,hrny momma 69,0,144,cluster_0
23_cm23,LINK,133,623,1655,24cm,0,2862,cluster_0
2525kawaii_ko,LINK,0,1540,5282,ゆう,0,15,cluster_0
2fillthevoid1,LINK,16,2679,959,2fillthevoid,2,140,cluster_0
_kook_rano,LINK,146,66776,77125,꾹라온(slow),0,524,cluster_0
_namedchris,LINK,739,51343,2610,汚れた,6,364,cluster_0
_ogeeprince,SOL,141,3005,1366,$oftGee🔑,1,1022,cluster_0
_tagma_,SOL,80,672,1087,NıʞᴋᴏʟᴀЙ 🎄,0,17,cluster_0
a_yman_11,SHIB,0,0,0,ايمن,0,0,cluster_0
aaaamhim,BTC,0,0,0,Obi,0,0,cluster_0
aahmana1,LINK,283,690,9933,A/ŕahman A,0,237,cluster_0
aapronde,SOL,0,0,0,APRONDE A.G.,0,0,cluster_0
abdlltfff,SOL,188,8341,3456,Mankgrxxx,1,3349,cluster_0
abhi25pspk,LINK,297,24296,45219,ＡＢＨＩ25ＰＳＰＫ,0,263,cluster_0
abhisar_sharma,LINK,0,0,0,Abhisar Sharma,0,0,cluster_0
abomariam11211,SHIB,436,206,139,abomariam1121,0,146,cluster_0
aburamzr,ETH2,281,446,433,hadji R 🇪🇹🇪🇹,0,968,cluster_0
adamdaffa263,SHIB,19,1705,444,Adam Daffa,0,529,cluster_0
adedayo_legitan,SOL,0,0,0,Adedayo_Jr,0,0,cluster_0
aeonz5,SOL,0,0,0,Aeonz (Leoleonard.Near),0,0,cluster_0
ahmadso1208,DOGE,0,0,0,ahmad solihin,0,0,cluster_0
ahsanal43513730,SOL,1,119,5,Ahsan Alam,0,5,cluster_0
airdropreceh97,LINK,8,75,46,Airdrop Receh,0,38,cluster_0
akemi_0917,LINK,512,68874,247108,明海@あけみん,1,432,cluster_0
akosimenggoysan,SHIB,36,1315,1475,DiamondHandsOnly. 🚀🚀🚀,0,39,cluster_0
albertocero2,LINK,45,9131,3893,Alberto cero,0,1171,cluster_0
albloxhi_86,BTC,0,0,0,𝓑𝓡𝓐𝓥𝓔_𝓦𝓐𝓡𝓡𝓘𝓞𝓡,0,0,cluster_0
alejand37629240,LINK,47,5148,6322,Alejandro VV,0,441,cluster_0
allanvrs1888,LINK,94,5584,19480,Allanvrs1888,0,1020,cluster_0
allykhat328,LINK,224,894,1827,Ally Renee,4,658,cluster_0
almondboon,LINK,314,149659,118720,🎀riBBon🎀 Vitamin bb🐍🐍,0,573,cluster_0
alraeai900,LINK,6,281,245,Alraeai900@gmail.com,0,234,cluster_0
amandarileyxxx,LINK,0,0,0,Amanda Riley,0,0,cluster_0
ameabraceavida,SOL,1076,14027,10472,BRUXA.Gosto de 🔥 🔥 🔥 🔥 🔥 🔥 #LULA2022,0,2412,cluster_0
angelo090406,SHIB,33,5426,7894,angelo,0,1273,cluster_0
antonym82216307,SOL,11,346,154,Antony Martinez,0,315,cluster_0
ap_hamham,BTC,0,0,0,GOTTE🐹HamsterPainter,0,0,cluster_0
arc1sevenmusik,LINK,1534,2072,1197,Brandon Rayne,0,4117,cluster_0
aronalgor,SHIB,7,180,1014,Adi Ronalgor,0,128,cluster_0
arsalan_taj0,BTC,0,0,0,Arsalan taj,0,0,cluster_0
aseztvdvd,SOL,1,71,116,Loïc,0,39,cluster_0
astrogaminguk,LINK,51806,10634,6681,ASTRO Gaming UK,56,270,cluster_0
attarsoufian,SHIB,3,164,118,Soufian Attar,0,85,cluster_0
awesomebeyy,LINK,13,2656,1564,Asım 128,1,113,cluster_0
azeeeem,SHIB,1,28,48,Azeem Akram,0,35,cluster_0
azura35147166,SOL,1,48,36,Azura,0,41,cluster_0
back21film,LINK,983,2296,5896,Back 2 1,7,18,cluster_0
badboyyyyyyy___,LINK,0,182,1,young,0,7,cluster_0
bestboobs22,LINK,8499,1295,4340,boobsNbuttz,15,449,cluster_0
bigpapiiyogii,LINK,4379,126597,43973,J Balvin Hate Account,9,1439,cluster_0
bigredtrades,SOL,28,35,21,bigredtrades.sol,0,182,cluster_0
bigwinswins,SOL,153,7482,2670,WishingBigWins🍀,1,1812,cluster_0
blurredvizion21,LINK,230,120,237,Blurred Vizion,0,322,cluster_0
bo86794857,SOL,5,597,312,bo,0,55,cluster_0
boredapex,ETH,0,0,0,BoredApe.X 🍌,0,0,cluster_0
borydenis3,LINK,1,31,30,Bory denis,0,41,cluster_0
bpgpnnpgg0emwx5,LINK,1,690,963,ธนิตา ใหม่ศิริ,0,27,cluster_0
bubbletea1110,SHIB,45,333,648,BubbleTea1110,1,166,cluster_0
candosttum63,SOL,57,1284,1907,Veli özsoy,0,545,cluster_0
carpetzombie,SHIB,13,352,779,Anthony Mac,0,104,cluster_0
cattuongq6,LINK,34,60,54,Cát Tường,0,97,cluster_0
ccpi_1,SOL,5686,38869,15602,ちょこぱい 【 ゴキ部 】🐼🐾 交換枠不要,40,981,cluster_0
chadmckey,SHIB,0,30,14,Chad Mckey,0,30,cluster_0
charles48840058,SOL,52,4739,1371,Charles,3,1466,cluster_0
chyma_x,SOL,58,1805,1598,DR. CHYMAXX,2,918,cluster_0
cindycb,LINK,0,0,0,Cindy CB,0,0,cluster_0
circusbl,LINK,443,6388,26058,𝙼𝚒𝚔𝚊白痴.;,0,1047,cluster_0
cloityx,SHIB,110,6045,413,ً,0,1143,cluster_0
cmesportsnews,LINK,192,18829,51216,Christopher Eustace,1,509,cluster_0
cosmotrolitan,SOL,4613,196674,176794,Πλασίμπο Βλαμίγκο,25,3637,cluster_0
cpt_nietzsche,ETH,0,0,0,Nietzsche crypto,0,0,cluster_0
crypto00watch,SHIB,2687,550,2419,The crypto watch,2,3029,cluster_0
cryptobarbiessm,SOL,647,3695,3155,CryptoBarbieSSM,5,2344,cluster_0
cryptodaddy101,SHIB,177,2340,2698,Cryptodaddy,1,379,cluster_0
cryptodream1,SHIB,1048,2550,6920,🧃The Toddler 🧃 - Net worth 75% $CNS 25% Apes 🦧,10,620,cluster_0
cryptoridaak61,DOGE,51,14704,7070,Ridzz Ak,1,3501,cluster_0
cyrilleune,ETH2,110,679,838,pengu,1,930,cluster_0
daebakmonstax,LINK,1379,299160,175983,⋈𝒞𝓁𝒶𝒽// RUSH HOUR🏆🏆🏆🏆🏆,27,1625,cluster_0
daguilerab,LINK,0,0,0,Daniela Aguilera B🌳,0,0,cluster_0
dahcontracteur,LINK,218,2918,1285,Dahcontracteur,0,3030,cluster_0
dandit_doge,DOGE,0,0,0,DanditDoge,0,0,cluster_0
danny38415488,SOL,237,5151,5341,GEMini major,3,1145,cluster_0
debbiebere,SOL,27279,13424,11413,Deborah Berebichez☄️Science TV,1037,3710,cluster_0
deerflaxxi,SOL,1,59,54,stoffe Karlsson,0,9,cluster_0
devvbigwin,SOL,2040,38085,61963,Devi bukan depi,0,4990,cluster_0
diablodislexico,LINK,257,5293,4143,Ahluqc Alaik,1,2484,cluster_0
dinhkien86,DOGE,3,66,43,Đình Kiên,0,103,cluster_0
dogecatrussia,DOGE,31,35,123,DOGECAT HOLDER,0,10,cluster_0
domanaverse,SOL,9,231,251,DomanaVerse,0,93,cluster_0
domo1k,LINK,1552,40370,16891,domo,7,778,cluster_0
drawson30,ETH,0,0,0,--,0,0,cluster_0
dsotoortiz,SOL,2080,15205,15035,Diego Soto,35,831,cluster_0
earthtunes_app,LINK,11,66,27,Earthtunes,0,31,cluster_0
elitewebpro,DOGE,0,0,0,Elite Web Professionals,0,0,cluster_0
ennytorris,SOL,778,258,168,Hennyola Torris,5,521,cluster_0
eric25418253,LINK,12,13737,13949,Eric,0,338,cluster_0
erkayso,SOL,138,3883,4107,Doğukan Demirci,0,1981,cluster_0
ersrg,LINK,89,7461,2134,幽鬼あかり a.k.a. yuki,7,177,cluster_0
esenziewin,SHIB,501,61935,11436,Esen 6️⃣5️⃣🎹,1,4936,cluster_0
evergreendavid7,LINK,654,9832,31388,Evergreen David,0,604,cluster_0
eyangbrata,LINK,0,0,0,🏆Brata BIGWIN🏆,0,0,cluster_0
faroukdanju,SOL,0,0,0,Faroukdanju,0,0,cluster_0
fegislove,DOGE,0,0,0,FEGgirl 🎀,0,0,cluster_0
footyaccums,LINK,631162,937202,116719,Footy Accumulators,1572,947,cluster_0
franceebbasta2,DOGE,0,0,0,Francess 🌏🚀,0,0,cluster_0
frankiemax90,LINK,0,0,0,Frankie,0,0,cluster_0
ftmagics,SOL,0,0,0,.,0,0,cluster_0
g_simonetti,LINK,4696,30684,3450,Gabriela Simonetti Grez,28,2873,cluster_0
gameofbet_,LINK,1132,297,28,Gameofbet,0,10,cluster_0
gerardrangelb,LINK,57,27091,36111,GRB,0,116,cluster_0
giantjaka,LINK,41,1238,915,cryptomaniac,2,1181,cluster_0
gotxsual,LINK,294,22315,8493,lia | ia📚,2,394,cluster_0
guy_intuitive,SOL,294,2178,10856,Intuitive Guy Ⓜ🅱,2,773,cluster_0
gyujun17,SHIB,76,26818,12666,BIG WIN,0,4854,cluster_0
hakankklx,DOGE,10,462,1041,Hakan kılıç,1,68,cluster_0
hamongphibd,SOL,35,46,24,hamongphi🎏,0,64,cluster_0
hamsat255000,LINK,846,36418,1614,همسات #احباب_اسلوب_راقي ⁦❤️⁩🌷,1,2982,cluster_0
heemdick661,LINK,336,6813,18203,Heemdick661,0,3594,cluster_0
heenietia,SOL,875,8388,13142,Tia Heenie⁷ 🎈 ʕ´• ᴥ•̥`ʔ,0,975,cluster_0
heleninsomerset,LINK,195,80438,69945,Helen in Somerset 🕷,3,150,cluster_0
hojjat_axn,SHIB,10,214,1216,Hojjat_Axn,1,67,cluster_0
hollywiin,SHIB,1226,21791,4263,win••🍀,0,948,cluster_0
hormonemnstr,LINK,407,3419,1106,H.Q.♦️,0,1813,cluster_0
hsq_52,SOL,147,982,433,h’ lover,0,104,cluster_0
hustlemanny123,SOL,47,1217,1207,Hustle,0,485,cluster_0
iamsadinyours,LINK,120,49484,4477,Name cannot be blank,0,2447,cluster_0
ibeyourmeili1,LINK,0,102,3,ibeyourmeili,0,1,cluster_0
idowuawoyode,SOL,0,0,0,Awoyode Timilehin,0,0,cluster_0
imaasskisser,LINK,2469,26423,18674,Daniel Can,38,4875,cluster_0
imvantae_van,SOL,0,0,0,𝑉𝐴𝑁𝑇𝐴𝐸,0,0,cluster_0
inmybag111,SHIB,524,9275,10250,Mi Arte✨,2,603,cluster_0
ireneramirezch,SOL,385,178554,58959,Irene Ramirez🚀🇨🇷,1,555,cluster_0
its_prof_c,LINK,4056,6470,121959,Saitoti🍁,1,3636,cluster_0
itsmenielss,LINK,9,6728,492,Purple Tijger,0,98,cluster_0
jaberek66,SOL,2,80,33,Anji,0,47,cluster_0
jeccijvmes,SHIB,0,16,4,AnglerfishPrimal,1,5,cluster_0
jerkunderworld,LINK,415,95316,106866,🌈mr fruity🌈,9,649,cluster_0
jflack561,SHIB,33,1185,2323,fortuneteller420,0,27,cluster_0
jhyun_5,SOL,269,38104,9430,ℐℯ𝓷 - exam,0,4216,cluster_0
jihyocaffeine,SOL,0,0,0,rissi,0,0,cluster_0
jimincityx01,SHIB,13,5244,1263,paranas naman mapili,0,1345,cluster_0
jose92824514,SOL,20,4156,52,Jose,0,19,cluster_0
jpmppyy03,LINK,2,7624,3291,พิน่อของมัมหมีน่ารักที่สุด🍼,0,43,cluster_0
junkinjacksllc,LINK,2,15,6,Christopher Ramirez,0,32,cluster_0
justbarasa,SOL,555,23171,37824,Sam,0,305,cluster_0
k26998127,LINK,1160,25136,20381,Maskenbauerin,10,2382,cluster_0
k_kgabrielk,LINK,3375,30983,33538,KGabriel_Kemero ✌ ✌,0,4526,cluster_0
kai_gom88,LINK,55,1424,293,KAI.,0,346,cluster_0
kaiwankarimi1,SHIB,192,600,5929,Kaiwankarimi,1,289,cluster_0
kamdevsaw00,LINK,81,196,124,Kamdev,0,596,cluster_0
kapsis41,SOL,8,158,113,solanaboy,0,274,cluster_0
karthiraj2020,LINK,15,794,650,Karthi,0,565,cluster_0
kelz_yo,LINK,6083,17042,8885,MarkellJ,8,6643,cluster_0
khoirul_4n46,SOL,126,1412,1153,Khoirul Anam,0,980,cluster_0
khomgritchai,SHIB,4,16,82,Khomgrit chaiyabunth,0,112,cluster_0
killjsinister,LINK,707,29279,106344,𝙅-𝙎𝙄𝙉𝙄𝙎𝙏𝙀𝙍 👁,5,1351,cluster_0
kim___de,LINK,22,3517,2835,도은,0,92,cluster_0
kral_burda,SOL,1502,5234,3707,KRAL BURDA,12,446,cluster_0
lankyobserver,LINK,12229,81516,50378,Distant Relative,38,2183,cluster_0
lenmaris18,SOL,102,2081,1700,lenmaris muñoz💰💯,1,1686,cluster_0
lesrepublicains,SOL,0,0,0,les Républicains,0,0,cluster_0
lilslovebot,LINK,205,1164,1109,kels ☆,0,308,cluster_0
limpyraven,LINK,1042,73047,294227,Dyslexic Shiv 🏳️‍🌈🏳️‍⚧️💜💙,5,1441,cluster_0
linhtaynin,LINK,745,6249,8,Báo Tây Ninh,0,59,cluster_0
lorem7172,LINK,425,144374,79402,Lore,0,40,cluster_0
lovembs5,SHIB,13,343,356,Love_MBS,0,20,cluster_0
luisanavia,ETH,0,0,0,ALΞJANDRO 🍄,0,0,cluster_0
lulistadesde89,SOL,1605,3102,5640,🚩🆓LULA🆓🚩 1️⃣3️⃣,0,1632,cluster_0
ly9326,SHIB,61,831,1770,"artsee.bit（📜,📜）",1,91,cluster_0
m11_robin,SOL,27,389,343,RobinADA,1,130,cluster_0
m4u_bigwin13xx,SHIB,76,26360,9166,🍀 bismillahbigwin🍀,0,4841,cluster_0
mahadi301,LINK,0,8,8,Mahadi hasan,0,18,cluster_0
maiketidre,LINK,0,0,0,X𓆊,0,0,cluster_0
manoerinasuki,LINK,2674,280455,159867,ヒジ力夕,61,4782,cluster_0
mapnav_tom,LINK,2919,22160,53629,Tom Armitage,156,945,cluster_0
marcosant2022,SHIB,16,767,1121,Marcos,1,116,cluster_0
mariafdacabal,SOL,0,0,0,María Fernanda Cabal,0,0,cluster_0
mariesilvsews,DOGE,0,0,0,Marie: finals hell 📚,0,0,cluster_0
mateusz54328405,LINK,1,177,110,Mateusz,0,142,cluster_0
maybautro,LINK,9,298,2404,Mayaaaa,0,71,cluster_0
mdhasan72588765,LINK,13,1019,718,MD Hasan,0,458,cluster_0
mdmomin61212026,LINK,10,175,73,md momin,0,115,cluster_0
memelord100x,SHIB,2,226,448,Meme Lord,0,20,cluster_0
meowgene,LINK,347,2037,1319,𓈒⁎🎼 위우 ♥ .ᐟ ft . vote for enhypen rt pin,2,526,cluster_0
mi_oo23,SOL,156,13,93,ミユか,6,28,cluster_0
miles38405510,LINK,3,316,10,Miles,0,44,cluster_0
mohamadpoker1,SHIB,16,1284,641,mohamadpoker,0,11,cluster_0
mohamma16345205,SHIB,107,1861,4308,MohammadSoufi,1,791,cluster_0
mohbahrudin2,LINK,67,1328,852,Moh. Bahrudin,2,1103,cluster_0
moon1fcf,SHIB,42,363,3557,RafaMoon,0,54,cluster_0
mskajalaggarwal,SOL,0,0,0,Kajal Aggarwal,0,0,cluster_0
mudvisionary,SOL,209,2872,7749,mud,2,95,cluster_0
mustafaforex26,LINK,38,100,80,Mustafa Sündikan,1,190,cluster_0
nancyta2019,LINK,244,6565,4460,colo2019,0,232,cluster_0
natnoodle12342,LINK,73,428,356,NOODLES,0,110,cluster_0
nazkyyt,LINK,0,0,0,Nazky,0,0,cluster_0
ninsurrecta,SOL,193,2973,2378,Nora Insurrecta,0,441,cluster_0
nkundua,DOGE,0,0,0,"Nkundu, King Akanimo",0,0,cluster_0
nn842,SOL,3506,8459,25524,"NN842.sol (◎,◎)",15,3407,cluster_0
nobree__,SOL,253,32252,9303,🤠,0,191,cluster_0
noriegara,LINK,381,1649,836,RA Noriega,1,824,cluster_0
not_ureya,SOL,1262,3946,4603,eyaà,1,1278,cluster_0
nuimuisona,LINK,72,35966,59551,nuimui ⚡,0,296,cluster_0
oooooxaxa,SOL,116,12291,7726,🌾DOA_IBU🌾🥀🇲🇨🇲🇨,5,3386,cluster_0
oxlaomao,DOGE,0,0,0,ox老猫.eth,0,0,cluster_0
oypakhin,DOGE,1292,34262,2431,SHOLIHIN PASTI WIN,2,4679,cluster_0
ozlem87767818,BTC,0,0,0,Ozlem,0,0,cluster_0
padamchoudhar12,SHIB,18,436,554,Padam Choudhary,0,58,cluster_0
parkjmfika_,LINK,0,0,0,Jodoh Bang Garr || $CRO,0,0,cluster_0
particulasanais,LINK,58,13045,12145,nada de bom acontece se vc sentar num pinto,0,97,cluster_0
pellaken,LINK,493,46444,269,Teddy Boragina,0,26,cluster_0
peterrs14,LINK,3223,33221,9309,Peter Rs 🇲🇽,12,4044,cluster_0
phiangfanni,LINK,26,871,47,Phiangfan,0,102,cluster_0
pksawayjtxd7szw,SOL,4,114,50,BK,0,59,cluster_0
potaetosh_,SHIB,3681,43255,32891,Iɳααα~ 🐯⚜🍀,4,4781,cluster_0
powefull14,SOL,35,1909,1445,Koon,0,1253,cluster_0
prasant45976019,LINK,27,3414,1560,Prasanta Das,0,31,cluster_0
proxywench,LINK,64,6688,33456,Emily ❄️💙,2,290,cluster_0
purrrfectpussy1,LINK,208396,139478,77984,Roxi 💦 $5 Sale 🥵,579,1238,cluster_0
qventuretime,LINK,0,0,0,QueerventureTime,0,0,cluster_0
rayzstuffxbox,SOL,1,13,15,Rayz,0,4,cluster_0
rcsewrites,LINK,584,9799,7797,je m’appelle unwell,20,356,cluster_0
red_in_pa_3,LINK,2172,8148,7411,PENNSYLVANIA IS TRUMP (3),0,2128,cluster_0
republic_we,SHIB,853,10545,4906,RepublicWeStand 🇺🇸🇺🇸🇺🇸,0,1210,cluster_0
rifatm4200,LINK,0,28,29,RIFAT MONDOL,0,34,cluster_0
risearmylatino,DOGE,715,8595,8547,@RiseArmyLatino,3,1505,cluster_0
robertstenchly,SHIB,2,623,1191,Robert Stenchly,0,12,cluster_0
rpmtokyo,BTC,0,0,0,RPM Tokyo,0,0,cluster_0
rugbywrapup,LINK,8272,35720,32492,Rugby Wrap Up,116,6740,cluster_0
s__dayuh,LINK,2057,153719,190066,Nani 🧚🏾‍♀️🇸🇳,1,1361,cluster_0
sacrogrit0,LINK,3,46,111,Sacrogrito,0,21,cluster_0
safiudinzz,SOL,80,1358,403,Muchammad Safi'udin,0,539,cluster_0
savage_vandal,SOL,169,45515,24029,DemocraciaEmLuto,1,362,cluster_0
scribblermatt,SHIB,344,251,285,Matthew Norman,1,1588,cluster_0
sehunnuk,LINK,3,31,20,ตกหลุมรักน้องไบร์ทอย่างถอนตัวไม่ขึ้น,0,20,cluster_0
selimclk2,SHIB,42,107,5579,Muhammed Selim ÇELİK,0,102,cluster_0
sensoryacuity,DOGE,0,0,0,TheShitInYourEye,0,0,cluster_0
shakil55708110,SHIB,8,855,784,Shakil,0,242,cluster_0
shannonjessie,ETH,0,0,0,Shannon Clermont,0,0,cluster_0
sherlyndenmilne,SHIB,0,22,0,Sherlyn Denmilne,1,4,cluster_0
shibarabi,SHIB,14,335,15,#SHIB,0,26,cluster_0
shyamna47228895,SHIB,44,803,2880,Shyam Narayan,0,276,cluster_0
sidewayzrtr,LINK,40,1850,38564,spec5d ,0,320,cluster_0
silrj26,SOL,0,0,0,s i l 🦋,0,0,cluster_0
sks995,LINK,52,67,11,Berk Çakırbey,0,24,cluster_0
soeecs,LINK,134,39659,40393,American Patriot EFO CFO FOIV FIFireE FSFPE Ph.D.,11,1579,cluster_0
sol__yuuri,SOL,5566,2056,55048,ゆうり SOL,107,59,cluster_0
